x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,label,,
0.1787074,0.5995031,0.29592198,0.7715092,0.25741124,0.403494,0.55554247,0.81070226,0.5100903,0.29320842,0.7455541,0.7845787,0.6837485,0.21029083,0.7527895,0.67274666,0.7417091,0.40630984,Stable,,
0.19871043,0.61371326,0.30507785,0.786448,0.2557584,0.4246268,0.57560694,0.82344985,0.5086297,0.30767387,0.75865865,0.7664888,0.63639617,0.23294446,0.75447315,0.68634677,0.7426047,0.42648205,Stable,,
0.1825634,0.63619065,0.31986243,0.79862344,0.25234962,0.43423134,0.580671,0.82975364,0.5012056,0.3199747,0.74824345,0.7857188,0.633346,0.23246694,0.74335504,0.6894635,0.72733235,0.43306237,Stable,,
0.17195776,0.65550673,0.30685323,0.8170756,0.25024152,0.45962343,0.5603347,0.8284297,0.49846494,0.3410871,0.71335804,0.8021631,0.6275722,0.23869213,0.739268,0.6924225,0.7277893,0.4477329,Stable,,
0.20215712,0.6536583,0.32788277,0.83402675,0.25368923,0.45901674,0.6031001,0.842292,0.5107902,0.33171266,0.71164286,0.8082088,0.6687782,0.22263199,0.75673646,0.7185308,0.74064136,0.4475937,Stable,,
0.17847013,0.67809236,0.31785765,0.85006213,0.25248122,0.478504,0.6104394,0.85411525,0.4912467,0.3625183,0.70696795,0.7828657,0.6152048,0.25670838,0.7544257,0.7194607,0.74004805,0.4694813,Stable,,
0.22046702,0.7042469,0.3381213,0.865052,0.26922685,0.48444247,0.5934404,0.8831519,0.5137193,0.3526207,0.716668,0.8418554,0.6646621,0.23137158,0.76134086,0.73660624,0.7458049,0.4699509,Stable,,
0.21360564,0.7209477,0.34976324,0.87295616,0.27001086,0.49916488,0.61654836,0.8842911,0.5271374,0.36197537,0.7595422,0.8367023,0.6960763,0.2232283,0.7594044,0.7338954,0.7373232,0.47179958,Stable,,
0.20801744,0.71710753,0.32630092,0.8706486,0.25824517,0.49881837,0.59714746,0.8824531,0.5101099,0.35690388,0.75991154,0.83680916,0.690135,0.2286325,0.75779283,0.73716056,0.74255586,0.4727107,Stable,,
0.20049445,0.72231096,0.33597943,0.8565222,0.26628703,0.48862475,0.6034671,0.8759587,0.5115106,0.35026547,0.76565456,0.8138837,0.69197214,0.2224395,0.76555574,0.72101736,0.7462559,0.4547943,Stable,,
0.21527801,0.70929116,0.3398796,0.8530316,0.25688773,0.4776904,0.60990715,0.8752545,0.5102395,0.34810805,0.77307785,0.7835026,0.6965591,0.22670661,0.77130234,0.721761,0.76076454,0.45472062,Stable,,
0.21274197,0.681446,0.3312129,0.84886616,0.27191153,0.46554777,0.6159977,0.8647846,0.5287519,0.32876548,0.76067567,0.7899548,0.7099404,0.20640457,0.7654256,0.7141916,0.75859296,0.44650877,Stable,,
0.20928721,0.68023133,0.3319928,0.8320808,0.26776135,0.45559263,0.60633177,0.8596709,0.53115875,0.32507926,0.73727435,0.8152976,0.72765255,0.2025737,0.7683389,0.7068596,0.7633214,0.4459951,Stable,,
0.19080296,0.6755786,0.3312345,0.8204889,0.270959,0.44673026,0.5942136,0.84069383,0.5284477,0.32482302,0.7542724,0.7998036,0.7279481,0.19880804,0.76066744,0.69094485,0.75092304,0.44085842,Stable,,
0.20843536,0.63505083,0.31371558,0.79408616,0.2594322,0.4255736,0.584955,0.8305003,0.52753675,0.29453963,0.7412616,0.78730625,0.7283428,0.17744312,0.76990575,0.6820717,0.76010793,0.41745573,Stable,,
0.19957858,0.6292821,0.29034603,0.7913479,0.24818586,0.41880077,0.56983083,0.82118595,0.519242,0.29246312,0.6812658,0.7903292,0.7314059,0.16995624,0.77034473,0.6737249,0.75839996,0.4097019,Stable,,
0.21094118,0.5981588,0.29952425,0.77261543,0.25308496,0.3986865,0.58335936,0.80875087,0.5397557,0.2757931,0.7199997,0.7682816,0.7439823,0.16021836,0.7555861,0.6723687,0.7511,0.40017173,Stable,,
0.21626863,0.59168565,0.28918532,0.75524557,0.2589317,0.38358733,0.5578872,0.81366813,0.5432944,0.27176037,0.71521634,0.7848858,0.7568361,0.16971919,0.7569961,0.6771598,0.7538531,0.40742636,Stable,,
0.21626519,0.581939,0.28998828,0.7688327,0.25833637,0.3762616,0.5865617,0.8010794,0.5493417,0.26506314,0.6922531,0.7208923,0.74407524,0.15742001,0.7618847,0.6674495,0.7604978,0.38000363,Stable,,
0.22399008,0.5866424,0.2930927,0.7510675,0.25681084,0.38229257,0.5829215,0.80102634,0.53827274,0.27323848,0.71095014,0.74744743,0.74925566,0.15984008,0.7564012,0.65786135,0.7471013,0.40336668,Stable,,
0.21203494,0.5786429,0.28719297,0.757537,0.2589956,0.37143064,0.57672846,0.8085532,0.5508061,0.269416,0.7325732,0.7932211,0.7587914,0.18010369,0.76440424,0.6715657,0.75503314,0.40603334,Stable,,
0.20791972,0.5902555,0.2843594,0.74576086,0.2544558,0.37548226,0.5496961,0.82213235,0.5514846,0.27103668,0.69567406,0.8272171,0.7576873,0.14107262,0.7492761,0.65465766,0.7448224,0.38859624,Stable,,
0.21709335,0.58479124,0.28180954,0.7506129,0.2567402,0.38370928,0.557027,0.8228599,0.5497916,0.275073,0.7028727,0.8059163,0.7559752,0.15076602,0.7510171,0.67577565,0.7507745,0.41034076,Stable,,
0.21371727,0.57784456,0.27955955,0.76280683,0.253404,0.37582308,0.56582797,0.81970465,0.5459071,0.27156258,0.71821237,0.7824538,0.75850797,0.15235463,0.7513198,0.6765215,0.7499124,0.4093088,Stable,,
0.21413317,0.585634,0.28232968,0.7727563,0.25790054,0.38571596,0.57335174,0.8247268,0.55215,0.26986617,0.7441286,0.738539,0.75622904,0.1449521,0.76422596,0.6835828,0.76193947,0.40780064,Stable,,
0.22599803,0.59505117,0.2755493,0.7493366,0.2533507,0.3878169,0.55103934,0.82374036,0.5526715,0.2774443,0.68120927,0.80948305,0.7576654,0.20105538,0.7499391,0.67371404,0.75016713,0.41357946,Stable,,
0.2177705,0.58590233,0.279139,0.754531,0.25196278,0.3807194,0.5736774,0.82633257,0.54847753,0.2697094,0.7104471,0.78647393,0.7513179,0.14671966,0.76455116,0.6741307,0.75269306,0.4190166,Stable,,
0.21261124,0.58534014,0.2870112,0.74625415,0.25657445,0.3792965,0.56332195,0.8100836,0.54196906,0.27410233,0.7017254,0.7784054,0.7523274,0.20940328,0.75836706,0.66736335,0.7475528,0.41077775,Stable,,
0.2145211,0.59162223,0.28976277,0.743541,0.25992975,0.38204715,0.57139474,0.8108263,0.5394995,0.26887846,0.7420801,0.7289947,0.74699545,0.15736616,0.76031464,0.66016835,0.7448473,0.40395948,Minimum Sway,,
0.20829992,0.58871704,0.27456367,0.7457928,0.25051206,0.38196468,0.5736378,0.80554104,0.55444497,0.26755443,0.73423624,0.721795,0.7572787,0.1773173,0.774436,0.66576993,0.76588356,0.40538275,Minimum Sway,,
0.21777406,0.58572394,0.29456472,0.7417595,0.2582014,0.37579462,0.5783626,0.80336607,0.5589312,0.2628499,0.7406692,0.6393155,0.75868595,0.15182455,0.7644484,0.64752847,0.7617036,0.3924889,Minimum Sway,,
0.21377945,0.5684515,0.28434664,0.7354986,0.26429513,0.35650906,0.6148634,0.7847037,0.56803036,0.25326046,0.7413808,0.652632,0.7471039,0.15024284,0.7606535,0.6459515,0.75712407,0.38362837,Minimum Sway,,
0.21019638,0.56964266,0.28903013,0.7397529,0.26295966,0.35368082,0.6141291,0.78223896,0.5717924,0.249529,0.7399651,0.63668984,0.74732727,0.14154372,0.76599014,0.6494186,0.76219934,0.37829098,Minimum Sway,,
0.21189533,0.57777923,0.29213107,0.73414624,0.27417627,0.35726666,0.6160401,0.7841048,0.56759727,0.2539286,0.73768747,0.6357314,0.7535975,0.13621895,0.7810571,0.6522796,0.7751372,0.38206026,Minimum Sway,,
0.21151704,0.5772289,0.28618157,0.73714346,0.26718402,0.35812682,0.5794697,0.8047302,0.55811465,0.25970903,0.6503966,0.73546284,0.72644997,0.1564917,0.76815486,0.6606922,0.75861824,0.3839085,Minimum Sway,,
0.21385717,0.57769823,0.28613162,0.72921884,0.2649147,0.35773516,0.5913269,0.781566,0.5484908,0.2567936,0.7029624,0.708918,0.73364204,0.14684597,0.7554163,0.6458759,0.7448489,0.3881445,Stable,,
0.20481202,0.55047786,0.27817944,0.7300577,0.265012,0.34427768,0.6274464,0.7822981,0.5469278,0.2561226,0.7528949,0.7129921,0.7469532,0.15126188,0.761719,0.65310985,0.7583276,0.3829738,Stable,,
0.209045,0.53659326,0.28085366,0.7079169,0.27158445,0.3358354,0.58781505,0.76743436,0.5525904,0.25488663,0.7037822,0.70893323,0.71707934,0.22117382,0.7496693,0.6290941,0.7471162,0.37135574,Stable,,
0.21751282,0.5379031,0.2734902,0.70776486,0.2660238,0.33022097,0.5690416,0.7662863,0.5443053,0.25501034,0.7329217,0.7002369,0.71566844,0.21701092,0.73104584,0.6215403,0.7292275,0.3734294,Stable,,
0.22100443,0.5422159,0.2780468,0.68504375,0.27549148,0.3240517,0.55451703,0.7601359,0.54805803,0.24201804,0.6050382,0.7786781,0.7532968,0.15442193,0.741677,0.61668324,0.7477667,0.36681128,Stable,,
0.20749488,0.51046765,0.2859697,0.67980003,0.27253616,0.30861825,0.56896114,0.75699174,0.5454091,0.23705165,0.7226727,0.66847086,0.74267936,0.16540086,0.74492264,0.61357665,0.7561047,0.35071322,Stable,,
0.18376729,0.507476,0.27645656,0.6741459,0.27267045,0.30401194,0.58044666,0.7629928,0.54043806,0.23417608,0.6664008,0.7488934,0.7289238,0.21414226,0.74420947,0.6045282,0.7495481,0.3533321,Stable,,
0.20055687,0.48836634,0.2802843,0.6612569,0.27162158,0.29540712,0.55658627,0.72556055,0.5237533,0.23320793,0.7334899,0.68884087,0.71508193,0.19358587,0.7293522,0.59039843,0.73298633,0.3451206,Stable,,
0.2058442,0.49165493,0.2838658,0.6691322,0.27744746,0.28808856,0.59239554,0.72928184,0.5447187,0.21526152,0.74194455,0.6932034,0.73325145,0.1875737,0.7493393,0.5947603,0.7516643,0.3320314,Stable,,
0.20031121,0.47964692,0.2869185,0.6663193,0.27996504,0.28321785,0.59863174,0.7198212,0.5454706,0.21554027,0.7401063,0.68734634,0.72809386,0.188001,0.74812174,0.58759207,0.751219,0.33042014,Stable,,
0.20496184,0.4896307,0.2873618,0.67228293,0.27858427,0.2826109,0.580049,0.72206104,0.5437118,0.21649528,0.73794526,0.6896863,0.68157756,0.22424728,0.74821556,0.5928117,0.7524929,0.33159032,Stable,,
0.20793226,0.49001846,0.28681976,0.6790838,0.2760977,0.284566,0.56796235,0.7440891,0.5361388,0.20716982,0.72193474,0.6829231,0.7598034,0.1819487,0.750086,0.59993404,0.75578845,0.3350316,Stable,,
0.20856473,0.5153488,0.28767318,0.6899426,0.27132726,0.31026873,0.5710213,0.762247,0.53527975,0.23651555,0.7441181,0.70037997,0.7578301,0.16206893,0.744161,0.6208813,0.74048007,0.3468884,Stable,,
0.20719114,0.5357492,0.2891308,0.72043717,0.26780123,0.32323867,0.60442936,0.75832987,0.5391389,0.24335109,0.72071135,0.70351857,0.7618588,0.16862398,0.75772756,0.6253159,0.7543227,0.3518796,Stable,,
0.2095001,0.55253875,0.28695935,0.73846936,0.26268876,0.3490399,0.5899962,0.7767994,0.5375985,0.2621659,0.6700764,0.7546649,0.74481934,0.1601255,0.75782865,0.6443651,0.746824,0.37322712,Stable,,
0.22439699,0.5863507,0.30153865,0.75919837,0.27408051,0.37592238,0.5872237,0.8037543,0.5269886,0.28131396,0.6711194,0.78191257,0.74435496,0.1958321,0.7608043,0.652786,0.7412409,0.38951167,Stable,,
0.18010513,0.59467065,0.31160966,0.778406,0.2677303,0.39079738,0.6010946,0.82420826,0.52424204,0.28950757,0.7431818,0.6649255,0.7354435,0.18005042,0.7685451,0.65350413,0.74875253,0.3848146,Stable,,
0.20318513,0.59479815,0.3074015,0.775005,0.2647698,0.38739464,0.5960616,0.82224095,0.52562684,0.27807012,0.75464815,0.7206054,0.73965305,0.18740043,0.7648668,0.66183466,0.75136507,0.39801046,Stable,,
0.2176269,0.6045829,0.31890765,0.7789632,0.26472008,0.39637953,0.6024395,0.8203606,0.5305019,0.28792074,0.75940126,0.74076974,0.7378413,0.18214384,0.7562841,0.6536935,0.7367534,0.3872275,Stable,,
0.20345621,0.6083784,0.31858286,0.7702329,0.262089,0.40577948,0.59558123,0.8068945,0.52302766,0.29138064,0.7408024,0.7036602,0.7333455,0.18727589,0.7574045,0.6448245,0.7402878,0.3846396,Stable,,
0.20752215,0.6140647,0.31406546,0.7650057,0.2690009,0.41028935,0.57311046,0.81964254,0.5222144,0.29038966,0.71115386,0.77501583,0.7233399,0.18103574,0.75549066,0.6619968,0.741316,0.3979841,Stable,,
0.20453548,0.6047311,0.31180066,0.76544446,0.27001125,0.4046124,0.6110984,0.80844223,0.5246991,0.28740788,0.7567045,0.68958104,0.7399936,0.18002969,0.7699462,0.6518293,0.7515494,0.38567457,Stable,,
0.2049248,0.58972245,0.31669566,0.7710318,0.26977298,0.40328595,0.65029466,0.8012965,0.5282545,0.28174984,0.7585772,0.6769632,0.74080366,0.16950093,0.779612,0.6536186,0.765829,0.38141736,Stable,,
0.21121007,0.5948115,0.31564808,0.7780373,0.27264786,0.4017571,0.61122966,0.82205737,0.5257444,0.28303197,0.74676895,0.6580029,0.7275592,0.17243348,0.769217,0.6618407,0.7554194,0.38745832,Stable,,
0.21198589,0.59254277,0.31459787,0.77443886,0.27483082,0.40075046,0.61277175,0.8108215,0.52961373,0.27985746,0.7446792,0.67597616,0.7170016,0.17208129,0.7668668,0.6505172,0.75112987,0.38326472,Stable,,
0.21456811,0.5959594,0.31445083,0.76870644,0.27587536,0.4044506,0.59590393,0.8103074,0.52564764,0.28463998,0.67034644,0.75457335,0.7186445,0.17407005,0.7608352,0.66247463,0.74286616,0.38944554,Stable,,
0.21061626,0.58710396,0.31227076,0.76151156,0.28048897,0.382609,0.6197576,0.8105197,0.544316,0.27559698,0.75655574,0.73164004,0.7245711,0.17954318,0.7612938,0.6550236,0.7442901,0.38289034,Stable,,
0.21692225,0.59224427,0.30341,0.74595803,0.2730638,0.38483226,0.59037894,0.81900954,0.5322946,0.27983254,0.6648305,0.79810774,0.7224759,0.17929506,0.7617624,0.65185916,0.7443592,0.37405056,Stable,,
0.21981966,0.58770984,0.318041,0.7706473,0.27474082,0.3837132,0.61787295,0.8243159,0.5417759,0.2792437,0.7388436,0.6498771,0.7366621,0.18230687,0.7736306,0.65376806,0.75539875,0.36960107,Stable,,
0.22464147,0.5954429,0.31747687,0.77241397,0.27301973,0.38809407,0.6127077,0.8298606,0.5377703,0.28553578,0.7351223,0.7475145,0.72840273,0.17837042,0.76503867,0.6650255,0.7508824,0.39041024,Stable,,
0.21637464,0.60546124,0.30708283,0.76272124,0.26634777,0.38941786,0.595717,0.8321189,0.5276401,0.2860572,0.6767944,0.8120045,0.73294276,0.1824047,0.7617139,0.65851104,0.74821633,0.38852638,Stable,,
0.217536,0.60649294,0.31356028,0.76725024,0.26323456,0.39347443,0.6072084,0.8232283,0.52845395,0.28703225,0.7516317,0.7536432,0.7458114,0.16935015,0.77689284,0.66593474,0.7601595,0.3880239,Stable,,
0.23615977,0.6034943,0.3048751,0.7733335,0.26388058,0.3812345,0.605703,0.8127181,0.5298362,0.28106666,0.7488446,0.7177975,0.74117565,0.17361355,0.774446,0.6567786,0.7545546,0.36806747,Stable,,
0.21877751,0.6083796,0.3063661,0.78459877,0.25482062,0.40057763,0.5839238,0.82813096,0.5295457,0.29015607,0.69850373,0.7522454,0.74121714,0.17206185,0.7662909,0.6693904,0.7459185,0.3894363,Stable,,
0.22890012,0.6124009,0.3062896,0.79259276,0.2572732,0.40732205,0.5825173,0.8294312,0.5341583,0.29138458,0.76231474,0.75524634,0.7470531,0.17473853,0.7757475,0.6824993,0.7625453,0.40655828,Stable,,
0.19771907,0.6282617,0.30753428,0.793448,0.2595939,0.42460597,0.5876501,0.8371768,0.5562278,0.28485236,0.73353434,0.7520992,0.74062717,0.17237306,0.76296055,0.69226575,0.7515093,0.41957653,Stable,,
0.20960478,0.6174227,0.30760053,0.8032655,0.25769928,0.4227798,0.6063273,0.83334374,0.56016684,0.2869287,0.7518191,0.73876953,0.7431976,0.16962735,0.7702242,0.6842606,0.7604945,0.40324205,Stable,,
0.21280307,0.62462753,0.31036273,0.79280114,0.2594704,0.41125223,0.60590655,0.82823217,0.55996305,0.2780564,0.7475144,0.7351265,0.74775016,0.16893052,0.7703943,0.6853427,0.76271665,0.40183157,Stable,,
0.21386234,0.6134128,0.3044567,0.7899027,0.25426728,0.40947163,0.5991335,0.8275839,0.5405259,0.27957937,0.7518517,0.7299866,0.7466115,0.16672061,0.76814216,0.6795868,0.75465816,0.3991164,Stable,,
0.23639286,0.6313588,0.30723202,0.7850468,0.25356817,0.413555,0.6011007,0.82773304,0.53813386,0.28580952,0.7561445,0.7262218,0.74400854,0.16706978,0.76401246,0.6722207,0.75833213,0.40276206,Stable,,
0.20496278,0.6217754,0.31681484,0.7954623,0.2591011,0.41843188,0.60625,0.82213926,0.5450152,0.28466928,0.76407856,0.70976007,0.7611207,0.16011277,0.7732398,0.68260324,0.7702291,0.41892287,Stable,,
0.21163419,0.61481285,0.3059023,0.7903787,0.2534975,0.41708636,0.5985946,0.8302108,0.53906286,0.28077647,0.7626027,0.7155572,0.74990076,0.16499718,0.7714307,0.67038715,0.76211095,0.39057288,Stable,,
0.22868711,0.61711884,0.31193772,0.7933631,0.25651065,0.40396303,0.60140467,0.823105,0.53745985,0.28083605,0.75611234,0.70864075,0.73840857,0.17082691,0.7661048,0.6822878,0.75675035,0.39896414,Stable,,
0.22965913,0.61973274,0.3085314,0.79604524,0.25477064,0.40746006,0.60344225,0.8188627,0.5365592,0.28664297,0.7376822,0.6675488,0.7367551,0.17228824,0.76727426,0.6853267,0.7579097,0.40427297,Stable,,
0.21188778,0.6154252,0.30416793,0.78122634,0.258759,0.3995542,0.5803857,0.8164519,0.55359614,0.28058606,0.7503458,0.7507268,0.74960345,0.1665454,0.76538914,0.670006,0.7589137,0.38392687,Stable,,
0.22559598,0.5969415,0.30413315,0.7761215,0.26228568,0.3971494,0.5785435,0.8130729,0.5356358,0.28245577,0.7280974,0.759765,0.7117142,0.19245028,0.7554056,0.6737392,0.7451288,0.40494487,Stable,,
0.23950826,0.5843586,0.30026966,0.76929927,0.2633975,0.38157034,0.58518124,0.8115532,0.5440031,0.27452743,0.7157065,0.78851986,0.75289035,0.16463922,0.7613542,0.6705086,0.746544,0.38648686,Stable,,
0.20842062,0.59488827,0.29162377,0.7541825,0.2580834,0.38376033,0.5706165,0.80905336,0.5396844,0.27144662,0.71730626,0.77583635,0.74293923,0.16094314,0.76086116,0.6638981,0.75046676,0.3883766,Stable,,
0.20984009,0.5874639,0.30132842,0.7684326,0.26452845,0.3835774,0.6111099,0.81322837,0.5512561,0.2685352,0.7552187,0.7628519,0.7525202,0.16470641,0.77270293,0.6698923,0.7598009,0.3854755,Stable,,
0.21139453,0.5917541,0.28565446,0.7478733,0.26231533,0.38256106,0.58807325,0.8104037,0.5495103,0.27836326,0.75669473,0.76426923,0.7507465,0.15869142,0.76497185,0.676624,0.75904197,0.39144763,Stable,,
